Sean, Rodriguez, 15234441,3.14, RoSe4441
Michelle, Reich, 51239249,3.127, ReMi0249
Michael, Levitts, 84393665,3.823, LeMi0665
Bryan, Kudrow, 91645765,1.145, KuBr0765
Michelle, Phillips, 44312580,3.682, PhMi0580
David, Phillips, 91636313,1.036, PhDa0313
Lisa, Phillips, 14335698,2.77, PhLi0698
Lisa, Levitts, 41468371,2.838, LeLi0371
Leslie, Passanante, 55256728,3.421, PaLe0728
David, Waxman, 18890963,1.912, WaDa0963
John, DiMarco, 71746858,1.242, DiJo0858
David, Reich, 74942215,1.955, ReDa0215
Bob, Reich, 57704639,3.36, ReBo0639
Leslie, Kudrow, 61634725,1.72, KuLe0725
Lisa, Waxman, 25622537,2.817, WaLi0537
David, Waxman, 38911541,2.272, WaDa0541
Bryan, Waxman, 43603066,2.84, WaBr0066
Michael, Kudrow, 30755616,1.376, KuMi0616
Stephanie, Phillips, 16157245,2.43, PhSt0245
Michelle, Waxman, 82835493,2.357, WaMi0493
Lisa, Passanante, 37418225,2.515, PaLi0225
Leslie, DiMarco, 66570066,2.518, DiLe0066
Bryan, Waxman, 97902887,2.597, WaBr0887
John, Levitts, 46995223,1.964, LeJo0223
Michelle, Phillips, 18454227,3.638, PhMi0227
Michelle, Phillips, 74315174,2.407, PhMi0174
David, DiMarco, 57497333,3.635, DiDa0333
John, Reich, 81521292,2.306, ReJo0292
Bob, Kudrow, 50241790,3.094, KuBo0790
Leslie, Waxman, 52961264,1.434, WaLe0264
Leslie, Reich, 90963296,2.386, ReLe0296
David, Levitts, 21241383,1.689, LeDa0383
David, Kudrow, 31997312,3.678, KuDa0312
John, Levitts, 12344764,3.767, LeJo0764
Leslie, DiMarco, 45577561,3.924, DiLe0561
Bob, Kudrow, 81348333,3.022, KuBo0333
John, Kudrow, 17152205,2.117, KuJo0205
David, Kudrow, 63621383,3.601, KuDa0383
Leslie, Phillips, 61310467,2.77, PhLe0467
Lisa, Kudrow, 38888482,1.702, KuLi0482
Leslie, Waxman, 63952576,1.347, WaLe0576
John, Passanante, 98039620,3.54, PaJo0620
Lisa, DiMarco, 46835763,1.097, DiLi0763
Bob, Phillips, 95070316,3.363, PhBo0316
Bryan, DiMarco, 23129215,3.523, DiBr0215
Michael, Kudrow, 89034571,3.6, KuMi0571
David, DiMarco, 15110722,2.431, DiDa0722
Michelle, Phillips, 43393441,3.999, PhMi0441
John, Phillips, 27637875,3.287, PhJo0875
Bryan, Kudrow, 72642048,1.324, KuBr0048
Bob, Kudrow, 63526609,3.35, KuBo0609
Leslie, DiMarco, 28597861,2.962, DiLe0861
Leslie, Waxman, 19469899,3.776, WaLe0899
Stephanie, Waxman, 31233024,1.531, WaSt0024
Michael, Passanante, 43629443,2.682, PaMi0443
Michelle, Waxman, 61433577,2.323, WaMi0577
Bob, Kudrow, 68533122,2.872, KuBo0122
Stephanie, Waxman, 85568370,1.175, WaSt0370
Lisa, DiMarco, 45411066,2.689, DiLi0066
Michael, Reich, 44250479,3.11, ReMi0479
Bob, DiMarco, 88603119,2.212, DiBo0119
Lisa, DiMarco, 50173930,1.831, DiLi0930
David, Reich, 31170541,3.761, ReDa0541
Bryan, Waxman, 82408571,2.917, WaBr0571
Bob, Kudrow, 75344739,1.427, KuBo0739
David, DiMarco, 17035882,3.302, DiDa0882
Michael, Levitts, 13945848,3.092, LeMi0848
Michael, Passanante, 46508509,2.382, PaMi0509
Stephanie, Kudrow, 11403972,3.142, KuSt0972
David, Reich, 32616428,3.843, ReDa0428
Bryan, DiMarco, 15515898,1.864, DiBr0898
Stephanie, Phillips, 50442420,1.036, PhSt0420
Stephanie, Phillips, 23570108,3.21, PhSt0108
Michael, DiMarco, 83189797,2.511, DiMi0797
Stephanie, Waxman, 28972867,1.42, WaSt0867
Bryan, Levitts, 90265084,2.025, LeBr0084
Michael, Passanante, 27008237,3.701, PaMi0237
Bryan, Levitts, 73498554,2.135, LeBr0554
Bryan, Levitts, 30864824,1.936, LeBr0824
Bryan, DiMarco, 58885379,3.201, DiBr0379
David, Passanante, 71562028,2.134, PaDa0028
Michael, Waxman, 23730220,2.401, WaMi0220
David, Kudrow, 87908690,2.087, KuDa0690
Bryan, Levitts, 91578076,3.086, LeBr0076
Stephanie, Kudrow, 85126846,3.45, KuSt0846
David, Reich, 79814206,2.571, ReDa0206
Lisa, Passanante, 63273503,1.209, PaLi0503
Bob, Phillips, 27315923,2.205, PhBo0923
Stephanie, DiMarco, 49093168,2.243, DiSt0168
Lisa, Waxman, 22039076,3.306, WaLi0076
Lisa, Reich, 47433992,2.463, ReLi0992
Bob, Levitts, 10922052,1.295, LeBo0052
John, DiMarco, 20860319,2.724, DiJo0319
David, Waxman, 26990087,3.129, WaDa0087
Stephanie, Waxman, 28594463,3.487, WaSt0463
Michael, Phillips, 31042698,3.874, PhMi0698
Lisa, Phillips, 48420515,2.94, PhLi0515
Leslie, Waxman, 27807079,2.991, WaLe0079
David, Waxman, 17683008,3.048, WaDa0008
Michael, Phillips, 58940226,3.697, PhMi0226
Leslie, Reich, 22013226,1.736, ReLe0226
Leslie, Waxman, 57762654,2.472, WaLe0654
Lisa, Waxman, 42916011,1.189, WaLi0011
Bryan, Phillips, 23106476,3.569, PhBr0476
Bob, Levitts, 47849835,2.96, LeBo0835
Leslie, Levitts, 92160679,1.095, LeLe0679
Michael, Reich, 58932982,3.375, ReMi0982
John, Waxman, 24696415,1.035, WaJo0415
Michael, Phillips, 38908637,3.424, PhMi0637
Stephanie, Phillips, 63555091,3.265, PhSt0091
John, Levitts, 85501695,3.131, LeJo0695
Bob, Kudrow, 28782106,2.444, KuBo0106
Bryan, Phillips, 97800117,2.096, PhBr0117
Leslie, DiMarco, 95289021,1.327, DiLe0021
Leslie, Reich, 80793630,1.681, ReLe0630
Michael, Phillips, 66426987,3.878, PhMi0987
Lisa, Passanante, 26702577,2.055, PaLi0577
Bob, DiMarco, 98354237,1.245, DiBo0237
John, Kudrow, 44229755,3.072, KuJo0755
John, Passanante, 92580465,3.456, PaJo0465
David, Waxman, 79368036,3.676, WaDa0036
John, Levitts, 36570888,2.407, LeJo0888
Michael, Waxman, 33896584,1.314, WaMi0584
John, DiMarco, 84792819,1.507, DiJo0819
Michelle, Phillips, 30198480,2.574, PhMi0480
Leslie, Levitts, 95087561,2.042, LeLe0561
John, Kudrow, 53532579,2.995, KuJo0579
Bryan, DiMarco, 67750419,2.118, DiBr0419
Michael, Levitts, 25392399,2.786, LeMi0399
Bob, Phillips, 77201662,1.766, PhBo0662
Michael, Levitts, 34084849,2.903, LeMi0849
David, Levitts, 18631251,2.547, LeDa0251
Lisa, Kudrow, 21161641,1.703, KuLi0641
Michelle, Phillips, 54500101,2.746, PhMi0101
Michael, Kudrow, 44836155,1.146, KuMi0155
Stephanie, Levitts, 58280766,2.009, LeSt0766
John, DiMarco, 14018595,2.248, DiJo0595
Michelle, Kudrow, 65320281,2.985, KuMi0281
David, Waxman, 59102252,3.263, WaDa0252
John, Reich, 73208029,1.342, ReJo0029
Stephanie, DiMarco, 28133665,2.796, DiSt0665
Leslie, Phillips, 76531420,1.229, PhLe0420
David, Kudrow, 39499518,1.828, KuDa0518
Bryan, Passanante, 73402193,1.028, PaBr0193
Michelle, DiMarco, 84763063,2.346, DiMi0063
David, Phillips, 73636172,2.992, PhDa0172
Bryan, DiMarco, 27782906,1.063, DiBr0906
Michelle, Reich, 70969273,2.097, ReMi0273
Stephanie, Levitts, 18746928,1.434, LeSt0928
Bob, Waxman, 54192565,3.21, WaBo0565
Lisa, Passanante, 14254211,1.932, PaLi0211
Michelle, Waxman, 64589238,2.401, WaMi0238
Stephanie, DiMarco, 87077730,3.298, DiSt0730
Lisa, Phillips, 59556236,1.005, PhLi0236
Michelle, Kudrow, 81740649,3.24, KuMi0649
Michael, Passanante, 84793417,1.753, PaMi0417
Lisa, Reich, 74539022,1.78, ReLi0022
Bob, Kudrow, 19943014,3.08, KuBo0014
Michael, Levitts, 59143737,2.228, LeMi0737
John, DiMarco, 75062224,2.442, DiJo0224
Bob, DiMarco, 91414469,2.485, DiBo0469
John, Phillips, 87811770,2.228, PhJo0770
Michael, DiMarco, 79558506,2.158, DiMi0506
Michael, DiMarco, 13743175,3.619, DiMi0175
David, Phillips, 48267218,3.678, PhDa0218
Michael, Waxman, 64567627,1.467, WaMi0627
John, Phillips, 17963009,1.404, PhJo0009
Michael, Kudrow, 51789233,3.053, KuMi0233
Leslie, Passanante, 12789557,1.427, PaLe0557
Lisa, Passanante, 35585440,1.293, PaLi0440
Lisa, Reich, 13478145,1.526, ReLi0145
John, DiMarco, 81317476,1.757, DiJo0476
Lisa, Levitts, 53722907,2.501, LeLi0907
Bob, Levitts, 98553613,2.557, LeBo0613
Bryan, DiMarco, 51197803,2.853, DiBr0803
Stephanie, Waxman, 39988047,3.987, WaSt0047
Stephanie, Passanante, 66848116,1.504, PaSt0116
Leslie, Waxman, 40138225,2.458, WaLe0225
Bryan, Kudrow, 88589315,1.055, KuBr0315
Lisa, Kudrow, 96203439,2.112, KuLi0439
Michael, Passanante, 78046064,1.759, PaMi0064
Michelle, Phillips, 85967463,3.164, PhMi0463
Michael, Waxman, 51464215,1.211, WaMi0215
Stephanie, Passanante, 40128096,1.852, PaSt0096
Lisa, DiMarco, 78428583,3.438, DiLi0583
Bob, Levitts, 68936376,1.548, LeBo0376
Bob, DiMarco, 14519319,2.876, DiBo0319
Michael, Levitts, 85528308,2.394, LeMi0308
Lisa, DiMarco, 66539692,2.44, DiLi0692
John, Passanante, 30831922,3.547, PaJo0922
Leslie, Kudrow, 71448110,2.645, KuLe0110
Leslie, Reich, 67432432,1.869, ReLe0432
Stephanie, Waxman, 72627147,1.512, WaSt0147
John, Kudrow, 52278361,1.648, KuJo0361
Leslie, DiMarco, 29622450,3.704, DiLe0450
John, Kudrow, 50611418,2.71, KuJo0418
Michelle, DiMarco, 29984286,2.118, DiMi0286
Michelle, Passanante, 76002925,3.982, PaMi0925
Bob, Waxman, 54344579,3.892, WaBo0579
David, Waxman, 53879657,3.375, WaDa0657
Bob, Reich, 78362213,2.551, ReBo0213
John, Kudrow, 38421829,2.553, KuJo0829
Bob, Waxman, 57669457,2.745, WaBo0457
Michelle, Kudrow, 15216135,1.945, KuMi0135
Michael, Waxman, 84452274,3.799, WaMi0274
Michael, Kudrow, 84546568,2.08, KuMi0568
Bob, Kudrow, 36797389,2.046, KuBo0389
Michelle, Passanante, 42705894,1.087, PaMi0894
Lisa, Waxman, 44438852,3.646, WaLi0852
David, Reich, 11210554,2.959, ReDa0554
Bryan, Reich, 57036989,1.365, ReBr0989
Michael, Reich, 96301821,3.896, ReMi0821
Bryan, DiMarco, 63622478,1.527, DiBr0478
David, Waxman, 53616042,2.855, WaDa0042
David, DiMarco, 14338436,2.098, DiDa0436
Michael, Phillips, 45406733,2.103, PhMi0733
John, Passanante, 48113251,3.627, PaJo0251
Bryan, Phillips, 90201388,3.404, PhBr0388
Michelle, Kudrow, 32397054,3.5, KuMi0054
Bryan, DiMarco, 57275786,3.152, DiBr0786
Lisa, Levitts, 53594567,2.726, LeLi0567
David, DiMarco, 10828605,2.546, DiDa0605
John, Phillips, 99327199,1.219, PhJo0199
Bryan, Kudrow, 11239186,1.658, KuBr0186
Bob, DiMarco, 76157169,3.291, DiBo0169
Bryan, Passanante, 33291227,3.97, PaBr0227
Bob, Waxman, 68906468,1.82, WaBo0468
John, Passanante, 53745228,1.725, PaJo0228
Leslie, Passanante, 50203504,3.31, PaLe0504
Bryan, Phillips, 23142517,3.186, PhBr0517
Michael, Levitts, 71390199,3.807, LeMi0199
Stephanie, Waxman, 89223635,1.638, WaSt0635
Lisa, DiMarco, 98422390,3.379, DiLi0390
Bryan, Reich, 21843945,2.72, ReBr0945
Leslie, Passanante, 28896313,3.643, PaLe0313
Michelle, Reich, 51769208,2.434, ReMi0208
Michael, DiMarco, 88834004,2.528, DiMi0004
Lisa, Levitts, 48234011,3.92, LeLi0011
John, Waxman, 30360441,1.265, WaJo0441
Stephanie, Phillips, 12645798,2.83, PhSt0798
Stephanie, DiMarco, 73905177,3.298, DiSt0177
Stephanie, Kudrow, 28317362,3.896, KuSt0362
Lisa, Reich, 81061383,3.595, ReLi0383
Leslie, DiMarco, 78610581,3.036, DiLe0581
Michael, Phillips, 36734994,3.563, PhMi0994
Michelle, DiMarco, 78374232,2.073, DiMi0232
Bob, Kudrow, 81716870,3.546, KuBo0870
Leslie, Levitts, 36058664,3.93, LeLe0664
Leslie, Levitts, 69310723,3.598, LeLe0723
John, Passanante, 16390188,2.865, PaJo0188
John, Passanante, 82149643,2.027, PaJo0643
Bryan, Reich, 45987966,3.108, ReBr0966
John, DiMarco, 37834048,2.891, DiJo0048
John, Reich, 36806197,3.974, ReJo0197
Leslie, Passanante, 44523837,2.44, PaLe0837
David, Reich, 94784460,1.303, ReDa0460
John, Reich, 40117606,3.201, ReJo0606
Stephanie, Passanante, 73588986,1.808, PaSt0986
Michelle, Passanante, 61151684,3.176, PaMi0684
Michael, Reich, 45827687,2.677, ReMi0687
Michelle, Levitts, 80051855,1.37, LeMi0855
Bryan, Waxman, 56621745,3.52, WaBr0745
Michael, Reich, 81870531,1.609, ReMi0531
David, Reich, 66916602,1.486, ReDa0602
Michelle, Phillips, 84142239,3.369, PhMi0239
Bryan, Passanante, 26415114,2.168, PaBr0114
John, Kudrow, 95990167,2.078, KuJo0167
Bryan, Reich, 38515734,1.607, ReBr0734
Michael, Reich, 35116670,1.101, ReMi0670
Stephanie, Passanante, 62138496,3.499, PaSt0496
Bob, Reich, 93810452,2.378, ReBo0452
Leslie, Passanante, 57821644,1.448, PaLe0644
Leslie, Waxman, 87603325,3.438, WaLe0325
Lisa, Passanante, 67971685,3.846, PaLi0685
Stephanie, Levitts, 32709283,2.232, LeSt0283
Michael, Reich, 13649712,2.723, ReMi0712
Michael, Kudrow, 80878759,3.021, KuMi0759
Michelle, Kudrow, 92776794,1.658, KuMi0794
Lisa, DiMarco, 32800849,2.273, DiLi0849
David, Reich, 77141229,2.595, ReDa0229
John, Kudrow, 23686316,3.288, KuJo0316
Michelle, Kudrow, 58090514,2.141, KuMi0514
David, DiMarco, 37164207,1.012, DiDa0207
Bryan, Phillips, 83290801,3.699, PhBr0801
Bob, Passanante, 66124867,2.261, PaBo0867
John, DiMarco, 19436670,1.523, DiJo0670
Michelle, Phillips, 61642180,3.308, PhMi0180
David, Kudrow, 98294055,1.527, KuDa0055
Bryan, Kudrow, 93607853,3.571, KuBr0853
Bob, Kudrow, 15959089,3.446, KuBo0089
John, Reich, 89210548,2.831, ReJo0548
Michael, Kudrow, 57715694,1.689, KuMi0694
Michael, Passanante, 67892654,2.237, PaMi0654
Lisa, DiMarco, 93374789,2.968, DiLi0789
John, Kudrow, 13917569,3.023, KuJo0569
Michael, Waxman, 50477814,2.545, WaMi0814
Michelle, Phillips, 80180236,3.684, PhMi0236
Michael, DiMarco, 95247490,2.695, DiMi0490
Michael, Kudrow, 39393802,3.053, KuMi0802
Stephanie, Kudrow, 33668570,1.706, KuSt0570
Bob, DiMarco, 71285159,2.51, DiBo0159
Michael, Passanante, 77581406,2.532, PaMi0406
Leslie, Phillips, 46932248,1.272, PhLe0248
Leslie, DiMarco, 13171148,3.909, DiLe0148
Lisa, Waxman, 73875858,3.499, WaLi0858
Lisa, Passanante, 41735381,3.553, PaLi0381
Michael, Passanante, 48138804,2.658, PaMi0804
Bryan, Kudrow, 15113032,1.757, KuBr0032
Bryan, Waxman, 31785253,2.38, WaBr0253
Lisa, DiMarco, 20657320,3.493, DiLi0320
Bob, Waxman, 57153022,1.762, WaBo0022
John, DiMarco, 73135607,2.842, DiJo0607
Leslie, Phillips, 51391672,2.834, PhLe0672
Stephanie, Phillips, 23438937,3.363, PhSt0937
David, Levitts, 57439190,2.652, LeDa0190
Bryan, Passanante, 96484062,2.723, PaBr0062
Michelle, Passanante, 50070084,2.241, PaMi0084
John, Passanante, 63190820,2.684, PaJo0820
Bryan, Phillips, 18147715,2.343, PhBr0715
Bryan, DiMarco, 23917604,1.29, DiBr0604
Michelle, DiMarco, 16713643,1.683, DiMi0643
Michelle, DiMarco, 43237803,2.841, DiMi0803
Leslie, DiMarco, 95046835,2.234, DiLe0835
Michael, DiMarco, 38439987,3.99, DiMi0987
Leslie, Kudrow, 29325543,2.68, KuLe0543
Michael, Phillips, 86634650,2.062, PhMi0650
Bob, Levitts, 71024625,1.039, LeBo0625
David, Levitts, 77850356,3.427, LeDa0356
Bryan, Waxman, 74681193,1.186, WaBr0193
Bob, Waxman, 94002054,1.517, WaBo0054
John, Reich, 61161324,3.707, ReJo0324
Leslie, Levitts, 36114411,2.834, LeLe0411
Michael, Passanante, 75060701,1.324, PaMi0701
Lisa, Levitts, 14682952,3.031, LeLi0952
Lisa, Levitts, 97371977,2.846, LeLi0977
Lisa, DiMarco, 70555853,1.912, DiLi0853
Lisa, Passanante, 77051664,2.361, PaLi0664
Michelle, DiMarco, 66219142,2.933, DiMi0142
Leslie, Phillips, 77619386,3.139, PhLe0386
Leslie, DiMarco, 69868185,3.549, DiLe0185
Bryan, Levitts, 17422280,2.446, LeBr0280
Lisa, Levitts, 47148225,1.507, LeLi0225
Stephanie, Kudrow, 34697376,3.26, KuSt0376
Lisa, Reich, 37946795,3.898, ReLi0795
Bob, Reich, 11064764,2.575, ReBo0764
Lisa, Levitts, 38120848,2.585, LeLi0848
Lisa, Kudrow, 49584363,2.781, KuLi0363
Bryan, Kudrow, 88541359,3.334, KuBr0359
Bryan, Waxman, 36009088,3.316, WaBr0088
Lisa, Kudrow, 16338272,1.74, KuLi0272
David, Phillips, 34367259,2.575, PhDa0259
Lisa, Kudrow, 95728560,3.784, KuLi0560
Bryan, Reich, 50507022,1.771, ReBr0022
John, Waxman, 48310238,3.618, WaJo0238
Michael, Waxman, 59735654,3.224, WaMi0654
Leslie, Levitts, 35205121,2.918, LeLe0121
Michelle, Reich, 47186490,2.294, ReMi0490
Lisa, Passanante, 25933161,3.881, PaLi0161
Michelle, Kudrow, 12046352,2.912, KuMi0352
Michelle, Kudrow, 71401147,1.726, KuMi0147
Bryan, Waxman, 89276245,3.443, WaBr0245
Stephanie, DiMarco, 70888619,3.272, DiSt0619
Michelle, Waxman, 64958174,2.319, WaMi0174
Bob, Levitts, 75413770,2.948, LeBo0770
John, Levitts, 13900846,1.688, LeJo0846
Bryan, Reich, 32362174,1.305, ReBr0174
David, DiMarco, 30637119,3.014, DiDa0119
Leslie, Passanante, 58761131,1.893, PaLe0131
Bob, Kudrow, 17445964,1.362, KuBo0964
Michelle, DiMarco, 13082484,1.073, DiMi0484
Bryan, Waxman, 65531799,3.835, WaBr0799
Michael, Levitts, 37956651,1.117, LeMi0651
Michelle, Phillips, 97993972,2.354, PhMi0972
Bob, Kudrow, 78680755,2.677, KuBo0755
David, Levitts, 75719216,2.779, LeDa0216
Michelle, DiMarco, 94903623,2.474, DiMi0623
Bob, Kudrow, 19829891,3.054, KuBo0891
David, Levitts, 95370472,1.78, LeDa0472
Michael, Waxman, 26820830,2.872, WaMi0830
Lisa, Kudrow, 48110120,2.047, KuLi0120
Michael, Reich, 25017596,2.042, ReMi0596
David, Passanante, 10947478,3.773, PaDa0478
Michael, Waxman, 33488950,2.552, WaMi0950
Bryan, DiMarco, 39724212,1.434, DiBr0212
John, Kudrow, 87046376,3.022, KuJo0376
John, Reich, 84110323,1.077, ReJo0323
Leslie, Passanante, 93463437,2.029, PaLe0437
David, Kudrow, 13389493,3.922, KuDa0493
Michael, DiMarco, 91547796,3.501, DiMi0796
Stephanie, Reich, 27100982,2.048, ReSt0982
Bob, Levitts, 51198719,3.161, LeBo0719
Bryan, Phillips, 17920926,3.019, PhBr0926
David, Waxman, 89082854,1.721, WaDa0854
Bob, Reich, 76665821,2.021, ReBo0821
John, Phillips, 16061117,1.31, PhJo0117
Michael, Waxman, 31800998,3.867, WaMi0998
David, DiMarco, 34999475,2.327, DiDa0475
Stephanie, Phillips, 78336934,2.958, PhSt0934
David, Levitts, 20096479,3.705, LeDa0479
Michelle, Waxman, 73496185,1.018, WaMi0185
Bryan, Waxman, 51360300,1.288, WaBr0300
Leslie, DiMarco, 49033753,2.232, DiLe0753
Michael, Phillips, 40368142,3.793, PhMi0142
Lisa, Levitts, 12593731,1.085, LeLi0731
Bryan, Waxman, 85940797,2.565, WaBr0797
Leslie, Reich, 12984986,3.024, ReLe0986
David, Reich, 70865186,3.094, ReDa0186
Stephanie, Reich, 26758748,1.766, ReSt0748
Michael, Levitts, 93297682,2.015, LeMi0682
Michelle, Levitts, 55970869,2.842, LeMi0869
Michelle, Kudrow, 18981022,1.042, KuMi0022
Michelle, Kudrow, 39511608,3.732, KuMi0608
Stephanie, Kudrow, 62907648,3.058, KuSt0648
Michelle, Phillips, 12885719,3.66, PhMi0719
Bryan, Waxman, 11562264,2.334, WaBr0264
Michael, Levitts, 73825673,2.899, LeMi0673
Bryan, Passanante, 29376416,2.574, PaBr0416
David, Reich, 93620820,3.184, ReDa0820
Bob, Waxman, 75527945,1.266, WaBo0945
John, Passanante, 36545314,3.555, PaJo0314
Stephanie, Phillips, 19718086,2.552, PhSt0086
Lisa, Reich, 62267598,1.733, ReLi0598
John, Passanante, 48059033,1.568, PaJo0033
David, Reich, 58624266,2.868, ReDa0266
Stephanie, Passanante, 72704815,3.992, PaSt0815
Bryan, Waxman, 74641127,2.241, WaBr0127
Lisa, Passanante, 31358245,1.238, PaLi0245
Stephanie, Phillips, 86184267,2.268, PhSt0267
Leslie, Levitts, 15286795,2.539, LeLe0795
Bob, Phillips, 69123931,1.888, PhBo0931
Bryan, Passanante, 86980193,3.863, PaBr0193
Leslie, Kudrow, 27394038,2.188, KuLe0038
David, Reich, 31082550,2.379, ReDa0550
Michael, Phillips, 95830122,3.839, PhMi0122
David, Reich, 24731841,3.952, ReDa0841
Lisa, Reich, 50168557,2.69, ReLi0557
David, Passanante, 85939541,1.866, PaDa0541
John, Levitts, 99089818,2.616, LeJo0818
David, Waxman, 51143252,1.747, WaDa0252
Michael, Passanante, 85688652,2.449, PaMi0652
John, Passanante, 55565093,3.404, PaJo0093
Lisa, Waxman, 98253910,1.587, WaLi0910
Stephanie, Phillips, 72508693,1.043, PhSt0693
David, Reich, 22740910,3.622, ReDa0910
Bryan, DiMarco, 60227619,1.077, DiBr0619
Stephanie, Reich, 91819103,1.073, ReSt0103
Michael, Levitts, 37497995,3.498, LeMi0995
Lisa, Passanante, 97877883,3.073, PaLi0883
Bryan, Passanante, 61528175,1.517, PaBr0175
Michelle, Kudrow, 89873313,3.58, KuMi0313
John, Reich, 14338271,3.944, ReJo0271
Bob, Reich, 86398634,1.482, ReBo0634
Michael, DiMarco, 26242314,1.523, DiMi0314
Bryan, Reich, 49861329,1.65, ReBr0329
John, Levitts, 47565925,3.184, LeJo0925
Michael, Reich, 39149566,1.817, ReMi0566
Michelle, Waxman, 72232247,1.927, WaMi0247
Michelle, Phillips, 30670832,3.836, PhMi0832
Michelle, Passanante, 19348983,3.801, PaMi0983
Lisa, Waxman, 90145580,1.684, WaLi0580
Lisa, Kudrow, 11429344,2.203, KuLi0344
Bob, Passanante, 70038689,1.292, PaBo0689
Leslie, Passanante, 10379726,2.447, PaLe0726
Leslie, Waxman, 10011550,2.037, WaLe0550
John, Reich, 44886915,1.326, ReJo0915
Bryan, Waxman, 10277593,2.492, WaBr0593
David, Kudrow, 35337646,1.138, KuDa0646
David, Phillips, 80244088,3.773, PhDa0088
John, Waxman, 44903323,3.373, WaJo0323
Stephanie, Kudrow, 37322985,2.565, KuSt0985
David, Reich, 97922709,3.044, ReDa0709
Leslie, DiMarco, 93293652,2.686, DiLe0652
Bryan, Reich, 79215407,2.37, ReBr0407
Leslie, Levitts, 88100308,2.752, LeLe0308
Michael, Kudrow, 70458934,3.269, KuMi0934
Bryan, Phillips, 33466942,2.303, PhBr0942
Michael, Reich, 62262211,1.89, ReMi0211
John, Levitts, 61212571,3.481, LeJo0571
David, Levitts, 73068274,3.135, LeDa0274
Michelle, Levitts, 53649616,1.079, LeMi0616
Bryan, Waxman, 18519027,1.895, WaBr0027
John, Phillips, 65948219,2.575, PhJo0219
Lisa, Kudrow, 47414829,1.458, KuLi0829
Bob, Kudrow, 62849325,3.474, KuBo0325
Bryan, Levitts, 12901762,2.318, LeBr0762
David, Levitts, 34609319,3.062, LeDa0319
Bryan, Passanante, 10019352,3.32, PaBr0352
Bob, Levitts, 49559052,2.394, LeBo0052
Stephanie, Waxman, 63241597,3.901, WaSt0597
David, Levitts, 93160056,2.125, LeDa0056
Bob, DiMarco, 40144078,2.838, DiBo0078
Michael, Levitts, 15940770,3.508, LeMi0770
David, Reich, 79829984,1.773, ReDa0984
Michelle, Phillips, 25195557,1.661, PhMi0557
Michelle, Reich, 47247866,1.429, ReMi0866
Leslie, Passanante, 17829403,2.932, PaLe0403
Lisa, Kudrow, 57033924,3.274, KuLi0924
Stephanie, Kudrow, 34230996,2.964, KuSt0996
John, Passanante, 83011643,3.069, PaJo0643
David, Reich, 85557113,3.786, ReDa0113
Bob, Kudrow, 21981590,2.529, KuBo0590
David, DiMarco, 59311040,2.032, DiDa0040
John, Waxman, 72934180,3.055, WaJo0180
Bob, Levitts, 70597888,1.122, LeBo0888
Lisa, Phillips, 55318238,3.262, PhLi0238
Michael, Reich, 28939600,1.992, ReMi0600
Bryan, Kudrow, 92498155,1.753, KuBr0155
Bryan, Waxman, 93032451,2.724, WaBr0451
Michelle, Kudrow, 69032448,1.365, KuMi0448
Michelle, Kudrow, 18329886,2.149, KuMi0886
Stephanie, DiMarco, 62906556,2.85, DiSt0556
Lisa, Passanante, 14833468,3.279, PaLi0468
Bryan, Passanante, 16352661,3.701, PaBr0661
Stephanie, Kudrow, 84974782,1.149, KuSt0782
John, Levitts, 81389369,3.597, LeJo0369
Michelle, Reich, 53971089,3.413, ReMi0089
Michelle, Reich, 38714040,3.667, ReMi0040
Leslie, Phillips, 97537537,3.775, PhLe0537
Leslie, Levitts, 81080602,2.555, LeLe0602
John, Passanante, 64338781,3.111, PaJo0781
Michelle, Phillips, 54795644,1.99, PhMi0644
Bryan, Kudrow, 53062757,2.853, KuBr0757
Lisa, Levitts, 35465612,2.328, LeLi0612
David, Passanante, 46499492,3.993, PaDa0492
Lisa, Reich, 96627908,2.279, ReLi0908
Lisa, Waxman, 27507717,3.783, WaLi0717
David, Passanante, 32398734,2.796, PaDa0734
Michael, Levitts, 44252109,3.974, LeMi0109
Michael, Passanante, 87770437,3.817, PaMi0437
Lisa, Kudrow, 74593988,3.195, KuLi0988
Bob, Waxman, 82691244,1.351, WaBo0244
John, Reich, 12018247,3.788, ReJo0247
Leslie, Kudrow, 98560116,2.103, KuLe0116
David, Reich, 27979372,1.221, ReDa0372
Michelle, Passanante, 68269614,1.615, PaMi0614
